Pedido,Data pedido,Fornecedor,Data prevista,Data entregue,Status da Entrega,Pontualidade,Dias_para_Entrega,Dias_previsto,Predição_dias_para_Entrega,Predição_data_de_entrega
882,2025-05-12,MUL,2025-05-12,2025-05-20,Entregue,Fora do Prazo,8.0,0,,
883,2025-05-12,MUL,2025-06-06,2025-06-13,Entregue,Fora do Prazo,32.0,25,,
884,2025-05-12,MUL,2025-06-06,2025-06-13,Entregue,Fora do Prazo,32.0,25,,
885,2025-05-12,MUL,2025-06-12,2025-06-13,Entregue,Fora do Prazo,32.0,31,,
886,2025-05-12,MUL,2025-06-12,2025-06-13,Entregue,Fora do Prazo,32.0,31,,
887,2025-05-12,MUL,2025-06-12,2025-06-13,Entregue,Fora do Prazo,32.0,31,,
888,2025-05-12,MUL,2025-06-12,2025-07-02,Entregue,Fora do Prazo,51.0,31,,
889,2025-05-12,MUL,2025-06-12,2025-07-02,Entregue,Fora do Prazo,51.0,31,,
890,2025-05-12,MUL,2025-05-12,2025-05-20,Entregue,Fora do Prazo,8.0,0,,
891,2025-05-12,MUL,2025-05-12,2025-05-20,Entregue,Fora do Prazo,8.0,0,,
892,2025-05-12,DLCA,2025-05-12,2025-05-19,Entregue,Fora do Prazo,7.0,0,,
893,2025-05-12,DLCA,2025-05-12,2025-05-19,Entregue,Fora do Prazo,7.0,0,,
894,2025-05-12,VC,2025-05-12,2025-05-23,Entregue,Fora do Prazo,11.0,0,,
895,2025-05-12,KTCN,2025-05-12,2025-05-23,Entregue,Fora do Prazo,11.0,0,,
896,2025-05-12,KTCN,2025-05-12,2025-05-23,Entregue,Fora do Prazo,11.0,0,,
897,2025-05-12,KTCN,2025-05-12,2025-05-23,Entregue,Fora do Prazo,11.0,0,,
898,2025-05-12,TRE,2025-05-12,2025-05-23,Entregue,Fora do Prazo,11.0,0,,
899,2025-05-12,DSC,2025-05-12,2025-05-23,Entregue,Fora do Prazo,11.0,0,,
900,2025-05-12,BICIE,2025-05-12,2025-05-23,Entregue,Fora do Prazo,11.0,0,,
901,2025-05-12,PB,2025-05-12,2025-05-23,Entregue,Fora do Prazo,11.0,0,,
902,2025-05-13,STO,2025-05-13,2025-05-20,Entregue,Fora do Prazo,7.0,0,,
903,2025-05-13,PB,2025-05-13,2025-05-20,Entregue,Fora do Prazo,7.0,0,,
904,2025-05-13,CMMH,2025-07-14,2025-06-27,Entregue,Dentro do prazo,45.0,62,,
905,2025-05-13,BIP,2025-07-14,2025-06-27,Entregue,Dentro do prazo,45.0,62,,
906,2025-05-13,BM,2025-07-14,2025-06-27,Entregue,Dentro do prazo,45.0,62,,
907,2025-05-13,BM,2025-05-13,2025-05-13,Entregue,Dentro do prazo,0.0,0,,
908,2025-05-13,CHNS,2025-06-12,2025-06-11,Entregue,Dentro do prazo,29.0,30,,
909,2025-05-13,CHNS,2025-06-12,2025-06-11,Entregue,Dentro do prazo,29.0,30,,
910,2025-05-13,ACDMH,2025-06-12,2025-06-11,Entregue,Dentro do prazo,29.0,30,,
911,2025-05-13,DLCA,2025-06-12,2025-06-11,Entregue,Dentro do prazo,29.0,30,,
912,2025-05-14,DLCA,2025-05-26,2025-05-27,Entregue,Fora do Prazo,13.0,12,,
913,2025-05-14,DLCA,2025-05-26,2025-05-27,Entregue,Fora do Prazo,13.0,12,,
914,2025-05-14,ILC,2025-05-15,2025-05-14,Entregue,Dentro do prazo,0.0,1,,
915,2025-05-14,JOW,2025-05-14,2025-05-14,Entregue,Dentro do prazo,0.0,0,,
916,2025-05-14,JOW,2025-05-14,2025-05-14,Entregue,Dentro do prazo,0.0,0,,
917,2025-05-14,JOW,2025-05-14,2025-05-14,Entregue,Dentro do prazo,0.0,0,,
918,2025-05-14,STO,2025-05-14,2025-05-14,Entregue,Dentro do prazo,0.0,0,,
919,2025-05-14,GPM GPM,2025-05-14,2025-05-14,Entregue,Dentro do prazo,0.0,0,,
920,2025-05-14,MUL,2025-05-14,2025-05-14,Entregue,Dentro do prazo,0.0,0,,
921,2025-05-14,MUL,2025-05-14,2025-05-14,Entregue,Dentro do prazo,0.0,0,,
922,2025-05-14,PB,2025-05-14,2025-05-14,Entregue,Dentro do prazo,0.0,0,,
923,2025-05-14,GPM GPM,2025-05-19,2025-05-20,Entregue,Fora do Prazo,6.0,5,,
924,2025-05-14,GPM GPM,2025-05-19,2025-05-20,Entregue,Fora do Prazo,6.0,5,,
925,2025-05-14,GPM GPM,2025-05-14,2025-05-19,Entregue,Fora do Prazo,5.0,0,,
926,2025-05-14,GPM GPM,2025-05-14,2025-05-16,Entregue,Fora do Prazo,2.0,0,,
927,2025-05-15,GPM GPM,2025-05-26,2025-05-27,Entregue,Fora do Prazo,12.0,11,,
928,2025-05-15,GPM GPM,2025-05-26,2025-05-27,Entregue,Fora do Prazo,12.0,11,,
929,2025-05-15,GPM GPM,2025-05-26,2025-05-27,Entregue,Fora do Prazo,12.0,11,,
930,2025-05-15,GPM GPM,2025-06-02,2025-06-11,Entregue,Fora do Prazo,27.0,18,,
931,2025-05-15,GPM GPM,2025-06-23,2025-06-11,Entregue,Dentro do prazo,27.0,39,,
932,2025-05-15,PAS,2025-05-26,2025-05-27,Entregue,Fora do Prazo,12.0,11,,
933,2025-05-15,STO,2025-05-26,2025-05-27,Entregue,Fora do Prazo,12.0,11,,
934,2025-05-15,LCM,2025-05-17,2025-06-11,Entregue,Fora do Prazo,27.0,2,,
935,2025-05-15,RMF,2025-05-15,2025-05-16,Entregue,Fora do Prazo,1.0,0,,
936,2025-05-15,ACV,2025-05-15,2025-05-16,Entregue,Fora do Prazo,1.0,0,,
937,2025-05-15,ACV,2025-05-15,2025-05-19,Entregue,Fora do Prazo,4.0,0,,
938,2025-05-15,VC,2025-05-15,2025-05-19,Entregue,Fora do Prazo,4.0,0,,
939,2025-05-15,VC,2025-05-15,2025-05-19,Entregue,Fora do Prazo,4.0,0,,
940,2025-05-15,ACV,2025-05-15,2025-05-19,Entregue,Fora do Prazo,4.0,0,,
941,2025-05-15,STO,2025-05-15,2025-05-19,Entregue,Fora do Prazo,4.0,0,,
942,2025-05-15,STO,2025-05-15,2025-05-19,Entregue,Fora do Prazo,4.0,0,,
943,2025-05-15,MDMEC,2025-05-15,2025-05-19,Entregue,Fora do Prazo,4.0,0,,
944,2025-05-15,RIC,2025-05-15,2025-05-19,Entregue,Fora do Prazo,4.0,0,,
945,2025-05-15,PIC,2025-05-15,2025-05-19,Entregue,Fora do Prazo,4.0,0,,
946,2025-05-15,PIC,2025-05-15,2025-05-16,Entregue,Fora do Prazo,1.0,0,,
947,2025-05-15,EST,2025-05-15,2025-05-16,Entregue,Fora do Prazo,1.0,0,,
948,2025-05-15,RIC,2025-05-15,2025-05-16,Entregue,Fora do Prazo,1.0,0,,
949,2025-05-16,RCSS,2025-05-16,2025-05-16,Entregue,Dentro do prazo,0.0,0,,
950,2025-05-16,BCA,2025-05-23,2025-05-28,Entregue,Fora do Prazo,12.0,7,,
951,2025-05-16,BCA,2025-05-23,2025-05-28,Entregue,Fora do Prazo,12.0,7,,
952,2025-05-16,BCA,2025-05-23,2025-05-28,Entregue,Fora do Prazo,12.0,7,,
953,2025-05-16,BCA,2025-05-19,2025-05-20,Entregue,Fora do Prazo,4.0,3,,
954,2025-05-16,BCA,2025-05-23,2025-06-16,Entregue,Fora do Prazo,31.0,7,,
955,2025-05-16,BICIE,2025-06-12,2025-07-01,Entregue,Fora do Prazo,46.0,27,,
956,2025-05-16,VCZ,2025-06-12,2025-07-01,Entregue,Fora do Prazo,46.0,27,,
957,2025-05-16,SRPA,2025-06-12,2025-07-01,Entregue,Fora do Prazo,46.0,27,,
958,2025-05-16,SRPA,2025-06-12,2025-07-01,Entregue,Fora do Prazo,46.0,27,,
959,2025-05-16,SWA,2025-06-12,2025-07-01,Entregue,Fora do Prazo,46.0,27,,
960,2025-05-16,SWA,2025-05-16,2025-05-26,Entregue,Fora do Prazo,10.0,0,,
961,2025-05-16,SWA,2025-05-22,2025-05-26,Entregue,Fora do Prazo,10.0,6,,
962,2025-05-16,BCA,2025-06-12,2025-05-26,Entregue,Dentro do prazo,10.0,27,,
963,2025-05-16,ENICA,2025-07-12,2025-05-26,Entregue,Dentro do prazo,10.0,57,,
964,2025-05-16,TOD,2025-05-23,2025-05-26,Entregue,Fora do Prazo,10.0,7,,
965,2025-05-16,TOD,2025-05-22,2025-05-26,Entregue,Fora do Prazo,10.0,6,,
966,2025-05-16,TOD,2025-06-06,2025-05-23,Entregue,Dentro do prazo,7.0,21,,
967,2025-05-16,TOD,2025-05-19,2025-06-11,Entregue,Fora do Prazo,26.0,3,,
968,2025-05-16,TOD,2025-05-19,2025-05-21,Entregue,Fora do Prazo,5.0,3,,
969,2025-05-19,HMC,2025-05-19,2025-05-21,Entregue,Fora do Prazo,2.0,0,,
970,2025-05-19,RCM,2025-08-10,2025-06-13,Entregue,Dentro do prazo,25.0,83,,
973,2025-05-19,SWA,2025-05-21,2025-06-16,Entregue,Fora do Prazo,28.0,2,,
974,2025-05-19,MOLE,2025-05-19,2025-05-21,Entregue,Fora do Prazo,2.0,0,,
975,2025-05-19,MOLE,2025-05-22,2025-05-21,Entregue,Dentro do prazo,2.0,3,,
976,2025-05-19,MJA,2025-05-19,2025-05-22,Entregue,Fora do Prazo,3.0,0,,
977,2025-05-20,TOD,2025-05-26,2025-05-29,Entregue,Fora do Prazo,9.0,6,,
978,2025-05-20,MUL,2025-05-26,2025-05-29,Entregue,Fora do Prazo,9.0,6,,
979,2025-05-20,PB,2025-05-26,2025-05-29,Entregue,Fora do Prazo,9.0,6,,
980,2025-05-20,PB,2025-05-20,2025-05-27,Entregue,Fora do Prazo,7.0,0,,
981,2025-05-20,PB,2025-05-20,2025-05-27,Entregue,Fora do Prazo,7.0,0,,
982,2025-05-20,PIN,2025-05-26,2025-05-30,Entregue,Fora do Prazo,10.0,6,,
983,2025-05-20,PB,2025-05-23,2025-05-21,Entregue,Dentro do prazo,1.0,3,,
984,2025-05-21,DCS,2025-05-26,2025-05-27,Entregue,Fora do Prazo,6.0,5,,
985,2025-05-21,MJA,2025-05-26,2025-05-27,Entregue,Fora do Prazo,6.0,5,,
986,2025-05-21,MJA,2025-05-26,2025-06-06,Entregue,Fora do Prazo,16.0,5,,
987,2025-05-21,TOD,2025-05-26,2025-06-06,Entregue,Fora do Prazo,16.0,5,,
988,2025-05-21,JPM,2025-05-21,2025-05-22,Entregue,Fora do Prazo,1.0,0,,
989,2025-05-21,MJA,2025-05-21,2025-05-22,Entregue,Fora do Prazo,1.0,0,,
990,2025-05-21,VC,2025-05-21,2025-06-11,Entregue,Fora do Prazo,21.0,0,,
991,2025-05-21,ALRT,2025-05-23,2025-06-11,Entregue,Fora do Prazo,21.0,2,,
992,2025-05-21,ALRT,2025-05-28,2025-05-28,Entregue,Dentro do prazo,7.0,7,,
993,2025-05-21,ALRT,2025-05-21,2025-05-21,Entregue,Dentro do prazo,0.0,0,,
994,2025-05-21,ALRT,2025-05-21,2025-05-21,Entregue,Dentro do prazo,0.0,0,,
995,2025-05-21,ALRT,2025-05-21,2025-05-21,Entregue,Dentro do prazo,0.0,0,,
996,2025-05-21,ALRT,2025-05-21,2025-05-21,Entregue,Dentro do prazo,0.0,0,,
997,2025-05-21,ALRT,2025-05-21,2025-05-21,Entregue,Dentro do prazo,0.0,0,,
998,2025-05-21,MF,2025-05-21,2025-05-21,Entregue,Dentro do prazo,0.0,0,,
999,2025-05-21,MF,2025-05-21,2025-05-21,Entregue,Dentro do prazo,0.0,0,,
1000,2025-05-21,CCT,2025-05-21,2025-05-21,Entregue,Dentro do prazo,0.0,0,,
1001,2025-05-21,CCT,2025-05-21,2025-05-21,Entregue,Dentro do prazo,0.0,0,,
1002,2025-05-21,STO,2025-05-21,2025-05-21,Entregue,Dentro do prazo,0.0,0,,
1003,2025-05-21,DCS,2025-05-21,2025-05-21,Entregue,Dentro do prazo,0.0,0,,
1004,2025-05-21,STO,2025-05-21,2025-05-21,Entregue,Dentro do prazo,0.0,0,,
1005,2025-05-21,STO,2025-05-21,2025-05-28,Entregue,Fora do Prazo,7.0,0,,
1006,2025-05-21,FT,2025-05-21,2025-05-28,Entregue,Fora do Prazo,7.0,0,,
1007,2025-05-21,PB,2025-05-21,2025-05-22,Entregue,Fora do Prazo,1.0,0,,
1008,2025-05-21,MJA,2025-05-21,2025-05-22,Entregue,Fora do Prazo,1.0,0,,
1009,2025-05-21,AEA,2025-05-21,2025-05-22,Entregue,Fora do Prazo,1.0,0,,
1010,2025-05-21,AEA,2025-05-21,2025-05-22,Entregue,Fora do Prazo,1.0,0,,
1011,2025-05-21,MJA,2025-05-21,2025-05-26,Entregue,Fora do Prazo,5.0,0,,
1012,2025-05-21,RTPS,2025-05-21,2025-05-22,Entregue,Fora do Prazo,1.0,0,,
1013,2025-05-21,WGA,2025-05-21,2025-05-22,Entregue,Fora do Prazo,1.0,0,,
1014,2025-05-21,FT,2025-05-21,2025-05-22,Entregue,Fora do Prazo,1.0,0,,
1015,2025-05-21,FT,2025-05-21,2025-05-21,Entregue,Dentro do prazo,0.0,0,,
1016,2025-05-21,FT,2025-05-21,2025-05-22,Entregue,Fora do Prazo,1.0,0,,
1017,2025-05-22,FT,2025-05-22,2025-05-22,Entregue,Dentro do prazo,0.0,0,,
1018,2025-05-22,FT,2025-05-22,2025-06-04,Entregue,Fora do Prazo,13.0,0,,
1019,2025-05-22,FT,2025-05-22,2025-05-22,Entregue,Dentro do prazo,0.0,0,,
1020,2025-05-22,FT,2025-05-22,2025-05-23,Entregue,Fora do Prazo,1.0,0,,
1021,2025-05-22,FT,2025-05-22,2025-05-23,Entregue,Fora do Prazo,1.0,0,,
1022,2025-05-22,FT,2025-05-22,2025-05-23,Entregue,Fora do Prazo,1.0,0,,
1023,2025-05-22,VC,2025-05-22,2025-05-23,Entregue,Fora do Prazo,1.0,0,,
1024,2025-05-22,VC,2025-05-22,2025-05-23,Entregue,Fora do Prazo,1.0,0,,
1025,2025-05-22,VC,2025-05-22,2025-05-23,Entregue,Fora do Prazo,1.0,0,,
1026,2025-05-22,SAP,2025-05-22,2025-05-23,Entregue,Fora do Prazo,1.0,0,,
1027,2025-05-22,TOD,2025-05-22,2025-05-23,Entregue,Fora do Prazo,1.0,0,,
1028,2025-05-22,MJA,2025-05-22,2025-05-23,Entregue,Fora do Prazo,1.0,0,,
1029,2025-05-22,AB,2025-05-22,2025-05-27,Entregue,Fora do Prazo,5.0,0,,
1030,2025-05-22,STO,2025-05-22,2025-05-23,Entregue,Fora do Prazo,1.0,0,,
1031,2025-05-22,PB,2025-05-22,2025-05-23,Entregue,Fora do Prazo,1.0,0,,
1032,2025-05-22,JOW,2025-05-22,2025-05-23,Entregue,Fora do Prazo,1.0,0,,
1033,2025-05-22,JOW,2025-05-22,2025-05-23,Entregue,Fora do Prazo,1.0,0,,
1034,2025-05-22,JOW,2025-05-22,2025-05-23,Entregue,Fora do Prazo,1.0,0,,
1035,2025-05-22,PB,2025-05-22,2025-05-23,Entregue,Fora do Prazo,1.0,0,,
1036,2025-05-22,BFPS,2025-05-22,2025-05-23,Entregue,Fora do Prazo,1.0,0,,
1037,2025-05-22,TOD,2025-05-22,2025-05-26,Entregue,Fora do Prazo,4.0,0,,
1038,2025-05-22,TOD,2025-05-22,2025-05-23,Entregue,Fora do Prazo,1.0,0,,
1039,2025-05-22,TOD,2025-05-22,2025-05-23,Entregue,Fora do Prazo,1.0,0,,
1040,2025-05-22,AFE,2025-05-22,2025-05-23,Entregue,Fora do Prazo,1.0,0,,
1041,2025-05-22,AFE,2025-05-24,2025-05-28,Entregue,Fora do Prazo,6.0,2,,
1042,2025-05-22,FSS,2025-05-24,2025-05-28,Entregue,Fora do Prazo,6.0,2,,
1043,2025-05-22,CM,2025-05-24,2025-05-28,Entregue,Fora do Prazo,6.0,2,,
1044,2025-05-22,CIMDE,2025-05-24,2025-05-28,Entregue,Fora do Prazo,6.0,2,,
1045,2025-05-22,MJA,2025-06-09,2025-05-28,Entregue,Dentro do prazo,6.0,18,,
1046,2025-05-22,ACDMH,2025-06-09,2025-06-04,Entregue,Dentro do prazo,13.0,18,,
1047,2025-05-22,VC,2025-06-09,2025-06-04,Entregue,Dentro do prazo,13.0,18,,
1048,2025-05-22,PB,2025-06-09,2025-06-04,Entregue,Dentro do prazo,13.0,18,,
1049,2025-05-23,LCM,2025-05-24,2025-05-26,Entregue,Fora do Prazo,3.0,1,,
1050,2025-05-23,DLCA,2025-06-09,2025-06-11,Entregue,Fora do Prazo,19.0,17,,
1051,2025-05-23,DLCA,2025-05-23,2025-05-26,Entregue,Fora do Prazo,3.0,0,,
1052,2025-05-23,DLCA,2025-05-23,2025-05-26,Entregue,Fora do Prazo,3.0,0,,
1053,2025-05-23,DLCA,2025-05-23,2025-05-26,Entregue,Fora do Prazo,3.0,0,,
1054,2025-05-23,JOW,2025-05-28,2025-05-27,Entregue,Dentro do prazo,4.0,5,,
1055,2025-05-23,CDMICT,2025-05-28,2025-06-11,Entregue,Fora do Prazo,19.0,5,,
1056,2025-05-26,SWA,2025-05-26,2025-05-26,Entregue,Dentro do prazo,0.0,0,,
1057,2025-05-26,JPM,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1058,2025-05-26,CM,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1059,2025-05-26,CM,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1060,2025-05-26,CM,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1061,2025-05-26,CM,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1062,2025-05-26,CM,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1063,2025-05-26,DLCA,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1064,2025-05-26,JPM,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1065,2025-05-26,EMSPPA,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1066,2025-05-26,EMSPPA,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1067,2025-05-26,SGB,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1068,2025-05-26,SGB,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1069,2025-05-26,SGB,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1070,2025-05-26,VC,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1071,2025-05-26,CIDB,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1072,2025-05-26,MTLEC,2025-07-12,2025-06-25,Entregue,Dentro do prazo,30.0,47,,
1073,2025-05-26,WEPP,2025-07-12,2025-06-25,Entregue,Dentro do prazo,30.0,47,,
1074,2025-05-26,VC,2025-07-12,2025-06-25,Entregue,Dentro do prazo,30.0,47,,
1075,2025-05-26,MRFC,2025-07-12,2025-07-04,Entregue,Dentro do prazo,39.0,47,,
1076,2025-05-26,RCSS,2025-05-26,2025-05-26,Entregue,Dentro do prazo,0.0,0,,
1077,2025-05-26,OBIC,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1078,2025-05-26,RCSS,2025-05-26,2025-05-26,Entregue,Dentro do prazo,0.0,0,,
1079,2025-05-26,RCSS,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1080,2025-05-26,SRPA,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1081,2025-05-26,MCA,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1082,2025-05-26,MCA,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1083,2025-05-26,RCM,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1084,2025-05-26,ALRT,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1085,2025-05-26,ALRT,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1086,2025-05-26,ALRT,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1087,2025-05-26,ALRT,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1088,2025-05-26,RCM,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1089,2025-05-26,SWA5,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1090,2025-05-26,HHC,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1091,2025-05-26,CHNS,2025-05-28,2025-06-24,Entregue,Fora do Prazo,29.0,2,,
1092,2025-05-26,CHNS,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1093,2025-05-26,EST,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1094,2025-05-26,EST,2025-05-26,2025-05-27,Entregue,Fora do Prazo,1.0,0,,
1095,2025-05-26,EST,2025-05-29,2025-06-23,Entregue,Fora do Prazo,28.0,3,,
1096,2025-05-27,EST,2025-05-27,2025-05-28,Entregue,Fora do Prazo,1.0,0,,
1097,2025-05-27,VCZ,2025-05-27,2025-05-30,Entregue,Fora do Prazo,3.0,0,,
1098,2025-05-27,MOLE,2025-05-27,2025-05-28,Entregue,Fora do Prazo,1.0,0,,
1099,2025-05-27,VC,2025-05-27,2025-05-28,Entregue,Fora do Prazo,1.0,0,,
1100,2025-05-27,HMC,2025-05-27,2025-05-28,Entregue,Fora do Prazo,1.0,0,,
1101,2025-05-27,HMC,2025-05-27,2025-05-28,Entregue,Fora do Prazo,1.0,0,,
1102,2025-05-27,HMC,2025-05-27,2025-05-27,Entregue,Dentro do prazo,0.0,0,,
1103,2025-05-27,HMC,2025-05-27,2025-07-01,Entregue,Fora do Prazo,35.0,0,,
1104,2025-05-27,HMC,2025-05-27,2025-05-27,Entregue,Dentro do prazo,0.0,0,,
1105,2025-05-27,HMC,2025-05-27,2025-05-28,Entregue,Fora do Prazo,1.0,0,,
1106,2025-05-28,HMC,2025-05-28,2025-05-28,Entregue,Dentro do prazo,0.0,0,,
1107,2025-05-28,HMC,2025-05-28,2025-05-29,Entregue,Fora do Prazo,1.0,0,,
1108,2025-05-28,HMC,2025-05-28,2025-05-28,Entregue,Dentro do prazo,0.0,0,,
1109,2025-05-28,HMC,2025-05-28,2025-05-28,Entregue,Dentro do prazo,0.0,0,,
1110,2025-05-28,MCA,2025-05-28,2025-05-28,Entregue,Dentro do prazo,0.0,0,,
1111,2025-05-28,MCA,2025-05-28,2025-06-16,Entregue,Fora do Prazo,19.0,0,,
1112,2025-05-28,MCA,2025-05-29,2025-06-16,Entregue,Fora do Prazo,19.0,1,,
1113,2025-05-28,DLCA,2025-05-28,2025-06-02,Entregue,Fora do Prazo,5.0,0,,
1114,2025-05-28,BIP,2025-07-02,2025-06-13,Entregue,Dentro do prazo,16.0,35,,
1115,2025-05-28,BM,2025-07-02,2025-06-13,Entregue,Dentro do prazo,16.0,35,,
1116,2025-05-28,BM,2025-07-02,2025-06-13,Entregue,Dentro do prazo,16.0,35,,
1117,2025-05-28,KTCN,2025-07-02,2025-06-13,Entregue,Dentro do prazo,16.0,35,,
1118,2025-05-28,KTCN,2025-07-02,2025-06-13,Entregue,Dentro do prazo,16.0,35,,
1119,2025-05-28,CHNS,2025-07-02,2025-06-13,Entregue,Dentro do prazo,16.0,35,,
1120,2025-05-28,RPCT,2025-07-02,2025-06-13,Entregue,Dentro do prazo,16.0,35,,
1121,2025-05-28,RPCT,2025-07-02,2025-06-13,Entregue,Dentro do prazo,16.0,35,,
1122,2025-05-28,RPCT,2025-05-29,2025-05-29,Entregue,Dentro do prazo,1.0,1,,
1123,2025-05-28,RPCT,2025-05-28,2025-05-30,Entregue,Fora do Prazo,2.0,0,,
1124,2025-05-28,RPCT,2025-07-02,2025-07-01,Entregue,Dentro do prazo,34.0,35,,
1125,2025-05-28,RPCT,2025-07-02,2025-07-01,Entregue,Dentro do prazo,34.0,35,,
1126,2025-05-28,AFE,2025-07-02,2025-07-01,Entregue,Dentro do prazo,34.0,35,,
1127,2025-05-28,MJA,2025-07-02,2025-07-01,Entregue,Dentro do prazo,34.0,35,,
1128,2025-05-28,MJA,2025-07-02,2025-07-01,Entregue,Dentro do prazo,34.0,35,,
1129,2025-05-28,MJA,2025-07-02,2025-07-01,Entregue,Dentro do prazo,34.0,35,,
1130,2025-05-28,MJA,2025-07-02,2025-07-01,Entregue,Dentro do prazo,34.0,35,,
1131,2025-05-28,PB,2025-07-02,2025-07-01,Entregue,Dentro do prazo,34.0,35,,
1132,2025-05-28,PB,2025-07-02,2025-07-01,Entregue,Dentro do prazo,34.0,35,,
1133,2025-05-28,MOLE,2025-07-02,2025-07-01,Entregue,Dentro do prazo,34.0,35,,
1134,2025-05-28,RAGS,2025-07-02,2025-07-01,Entregue,Dentro do prazo,34.0,35,,
1135,2025-05-28,PB,2025-07-02,2025-07-01,Entregue,Dentro do prazo,34.0,35,,
1136,2025-05-28,MR,2025-05-28,2025-07-01,Entregue,Fora do Prazo,34.0,0,,
1137,2025-05-28,MR,2025-05-28,2025-05-29,Entregue,Fora do Prazo,1.0,0,,
1138,2025-05-28,MR,2025-05-28,2025-05-29,Entregue,Fora do Prazo,1.0,0,,
1139,2025-05-29,MR,2025-06-16,2025-06-10,Entregue,Dentro do prazo,12.0,18,,
1140,2025-05-29,SGB,2025-06-16,2025-06-10,Entregue,Dentro do prazo,12.0,18,,
1141,2025-05-29,SRPA,2025-05-30,2025-06-12,Entregue,Fora do Prazo,14.0,1,,
1142,2025-05-29,SRPA,2025-06-16,2025-06-20,Entregue,Fora do Prazo,22.0,18,,
1143,2025-05-29,SRPA,2025-06-16,2025-06-20,Entregue,Fora do Prazo,22.0,18,,
1144,2025-05-29,SRPA,2025-05-29,2025-05-29,Entregue,Dentro do prazo,0.0,0,,
1145,2025-05-29,MCA,2025-05-29,2025-05-29,Entregue,Dentro do prazo,0.0,0,,
1146,2025-05-29,SRPA,2025-05-29,2025-05-29,Entregue,Dentro do prazo,0.0,0,,
1147,2025-05-29,SRPA,2025-05-29,2025-05-29,Entregue,Dentro do prazo,0.0,0,,
1148,2025-05-29,SRPA,2025-05-29,2025-05-30,Entregue,Fora do Prazo,1.0,0,,
1149,2025-05-29,JMCT,2025-05-29,2025-05-30,Entregue,Fora do Prazo,1.0,0,,
1150,2025-05-29,WCI,2025-05-29,2025-05-30,Entregue,Fora do Prazo,1.0,0,,
1151,2025-05-29,WCI,2025-05-29,2025-05-30,Entregue,Fora do Prazo,1.0,0,,
1152,2025-05-29,WCI,2025-05-29,2025-05-30,Entregue,Fora do Prazo,1.0,0,,
1153,2025-05-29,WCI,2025-05-29,2025-05-30,Entregue,Fora do Prazo,1.0,0,,
1154,2025-05-29,VCZ,2025-05-29,2025-06-05,Entregue,Fora do Prazo,7.0,0,,
1155,2025-05-30,DCD,2025-05-30,2025-06-11,Entregue,Fora do Prazo,12.0,0,,
1164,2025-05-30,LNCE,2025-07-12,2025-06-25,Entregue,Dentro do prazo,26.0,43,,
1165,2025-05-30,PMIC,2025-07-12,2025-07-03,Entregue,Dentro do prazo,34.0,43,,
1166,2025-05-30,MJA,2025-05-30,2025-06-02,Entregue,Fora do Prazo,3.0,0,,
1167,2025-05-30,PMIC,2025-05-30,2025-06-02,Entregue,Fora do Prazo,3.0,0,,
1168,2025-05-30,RCO SME,2025-05-30,2025-05-30,Entregue,Dentro do prazo,0.0,0,,
1169,2025-05-30,RCO SME,2025-05-30,2025-05-30,Entregue,Dentro do prazo,0.0,0,,
1170,2025-05-30,RCO SME,2025-05-30,2025-05-30,Entregue,Dentro do prazo,0.0,0,,
