Pedido,Data pedido,Fornecedor,Data prevista,Data entregue,Status da Entrega,Pontualidade
1025,2025-05-22,VC,2025-05-22,2025-05-23,Entregue,Fora do Prazo
1026,2025-05-22,SAP,2025-05-22,2025-05-23,Entregue,Fora do Prazo
1027,2025-05-22,TOD,2025-05-22,2025-05-23,Entregue,Fora do Prazo
1028,2025-05-22,MJA,2025-05-22,2025-05-23,Entregue,Fora do Prazo
1029,2025-05-22,AB,2025-05-22,2025-05-27,Entregue,Fora do Prazo
1030,2025-05-22,STO,2025-05-22,2025-05-23,Entregue,Fora do Prazo
1031,2025-05-22,PB,2025-05-22,2025-05-23,Entregue,Fora do Prazo
1032,2025-05-22,JOW,2025-05-22,2025-05-23,Entregue,Fora do Prazo
1033,2025-05-22,JOW,2025-05-22,2025-05-23,Entregue,Fora do Prazo
1034,2025-05-22,JOW,2025-05-22,2025-05-23,Entregue,Fora do Prazo
1035,2025-05-22,PB,2025-05-22,2025-05-23,Entregue,Fora do Prazo
1036,2025-05-22,BFPS,2025-05-22,2025-05-23,Entregue,Fora do Prazo
1037,2025-05-22,TOD,2025-05-22,2025-05-26,Entregue,Fora do Prazo
1038,2025-05-22,TOD,2025-05-22,2025-05-23,Entregue,Fora do Prazo
1039,2025-05-22,TOD,2025-05-22,2025-05-23,Entregue,Fora do Prazo
1040,2025-05-22,AFE,2025-05-22,2025-05-23,Entregue,Fora do Prazo
1041,2025-05-22,AFE,2025-05-24,2025-05-28,Entregue,Fora do Prazo
1042,2025-05-22,FSS,2025-05-24,2025-05-28,Entregue,Fora do Prazo
1043,2025-05-22,CM,2025-05-24,2025-05-28,Entregue,Fora do Prazo
1044,2025-05-22,CIMDE,2025-05-24,2025-05-28,Entregue,Fora do Prazo
1045,2025-05-22,MJA,2025-06-09,2025-05-28,Entregue,Dentro do prazo
1046,2025-05-22,ACDMH,2025-06-09,2025-06-04,Entregue,Dentro do prazo
1047,2025-05-22,VC,2025-06-09,2025-06-04,Entregue,Dentro do prazo
1048,2025-05-22,PB,2025-06-09,2025-06-04,Entregue,Dentro do prazo
1049,2025-05-23,LCM,2025-05-24,2025-05-26,Entregue,Fora do Prazo
1050,2025-05-23,DLCA,2025-06-09,2025-06-11,Entregue,Fora do Prazo
1051,2025-05-23,DLCA,2025-05-23,2025-05-26,Entregue,Fora do Prazo
1052,2025-05-23,DLCA,2025-05-23,2025-05-26,Entregue,Fora do Prazo
1053,2025-05-23,DLCA,2025-05-23,2025-05-26,Entregue,Fora do Prazo
1054,2025-05-23,JOW,2025-05-28,2025-05-27,Entregue,Dentro do prazo
1055,2025-05-23,CDMICT,2025-05-28,2025-06-11,Entregue,Fora do Prazo
1056,2025-05-26,SWA,2025-05-26,2025-05-26,Entregue,Dentro do prazo
1057,2025-05-26,JPM,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1058,2025-05-26,CM,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1059,2025-05-26,CM,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1060,2025-05-26,CM,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1061,2025-05-26,CM,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1062,2025-05-26,CM,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1063,2025-05-26,DLCA,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1064,2025-05-26,JPM,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1065,2025-05-26,EMSPPA,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1066,2025-05-26,EMSPPA,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1067,2025-05-26,SGB,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1068,2025-05-26,SGB,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1069,2025-05-26,SGB,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1070,2025-05-26,VC,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1071,2025-05-26,CIDB,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1072,2025-05-26,MTLEC,2025-07-12,2025-06-25,Entregue,Dentro do prazo
1073,2025-05-26,WEPP,2025-07-12,2025-06-25,Entregue,Dentro do prazo
1074,2025-05-26,VC,2025-07-12,2025-06-25,Entregue,Dentro do prazo
1075,2025-05-26,MRFC,2025-07-12,2025-07-04,Entregue,Dentro do prazo
1076,2025-05-26,RCSS,2025-05-26,2025-05-26,Entregue,Dentro do prazo
1077,2025-05-26,OBIC,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1078,2025-05-26,RCSS,2025-05-26,2025-05-26,Entregue,Dentro do prazo
1079,2025-05-26,RCSS,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1080,2025-05-26,SRPA,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1081,2025-05-26,MCA,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1082,2025-05-26,MCA,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1083,2025-05-26,RCM,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1084,2025-05-26,ALRT,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1085,2025-05-26,ALRT,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1086,2025-05-26,ALRT,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1087,2025-05-26,ALRT,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1088,2025-05-26,RCM,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1089,2025-05-26,SWA5,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1090,2025-05-26,HHC,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1091,2025-05-26,CHNS,2025-05-28,2025-06-24,Entregue,Fora do Prazo
1092,2025-05-26,CHNS,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1093,2025-05-26,EST,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1094,2025-05-26,EST,2025-05-26,2025-05-27,Entregue,Fora do Prazo
1095,2025-05-26,EST,2025-05-29,2025-06-23,Entregue,Fora do Prazo
1096,2025-05-27,EST,2025-05-27,2025-05-28,Entregue,Fora do Prazo
1097,2025-05-27,VCZ,2025-05-27,2025-05-30,Entregue,Fora do Prazo
1098,2025-05-27,MOLE,2025-05-27,2025-05-28,Entregue,Fora do Prazo
1099,2025-05-27,VC,2025-05-27,2025-05-28,Entregue,Fora do Prazo
1100,2025-05-27,HMC,2025-05-27,2025-05-28,Entregue,Fora do Prazo
1101,2025-05-27,HMC,2025-05-27,2025-05-28,Entregue,Fora do Prazo
1102,2025-05-27,HMC,2025-05-27,2025-05-27,Entregue,Dentro do prazo
1103,2025-05-27,HMC,2025-05-27,2025-07-01,Entregue,Fora do Prazo
1104,2025-05-27,HMC,2025-05-27,2025-05-27,Entregue,Dentro do prazo
1105,2025-05-27,HMC,2025-05-27,2025-05-28,Entregue,Fora do Prazo
1106,2025-05-28,HMC,2025-05-28,2025-05-28,Entregue,Dentro do prazo
1107,2025-05-28,HMC,2025-05-28,2025-05-29,Entregue,Fora do Prazo
1108,2025-05-28,HMC,2025-05-28,2025-05-28,Entregue,Dentro do prazo
1109,2025-05-28,HMC,2025-05-28,2025-05-28,Entregue,Dentro do prazo
1110,2025-05-28,MCA,2025-05-28,2025-05-28,Entregue,Dentro do prazo
1111,2025-05-28,MCA,2025-05-28,2025-06-16,Entregue,Fora do Prazo
1112,2025-05-28,MCA,2025-05-29,2025-06-16,Entregue,Fora do Prazo
1113,2025-05-28,DLCA,2025-05-28,2025-06-02,Entregue,Fora do Prazo
1114,2025-05-28,BIP,2025-07-02,2025-06-13,Entregue,Dentro do prazo
1115,2025-05-28,BM,2025-07-02,2025-06-13,Entregue,Dentro do prazo
1116,2025-05-28,BM,2025-07-02,2025-06-13,Entregue,Dentro do prazo
1117,2025-05-28,KTCN,2025-07-02,2025-06-13,Entregue,Dentro do prazo
1118,2025-05-28,KTCN,2025-07-02,2025-06-13,Entregue,Dentro do prazo
1119,2025-05-28,CHNS,2025-07-02,2025-06-13,Entregue,Dentro do prazo
1120,2025-05-28,RPCT,2025-07-02,2025-06-13,Entregue,Dentro do prazo
1121,2025-05-28,RPCT,2025-07-02,2025-06-13,Entregue,Dentro do prazo
1122,2025-05-28,RPCT,2025-05-29,2025-05-29,Entregue,Dentro do prazo
1123,2025-05-28,RPCT,2025-05-28,2025-05-30,Entregue,Fora do Prazo
1124,2025-05-28,RPCT,2025-07-02,2025-07-01,Entregue,Dentro do prazo
1125,2025-05-28,RPCT,2025-07-02,2025-07-01,Entregue,Dentro do prazo
1126,2025-05-28,AFE,2025-07-02,2025-07-01,Entregue,Dentro do prazo
1127,2025-05-28,MJA,2025-07-02,2025-07-01,Entregue,Dentro do prazo
1128,2025-05-28,MJA,2025-07-02,2025-07-01,Entregue,Dentro do prazo
1129,2025-05-28,MJA,2025-07-02,2025-07-01,Entregue,Dentro do prazo
1130,2025-05-28,MJA,2025-07-02,2025-07-01,Entregue,Dentro do prazo
1131,2025-05-28,PB,2025-07-02,2025-07-01,Entregue,Dentro do prazo
1132,2025-05-28,PB,2025-07-02,2025-07-01,Entregue,Dentro do prazo
1133,2025-05-28,MOLE,2025-07-02,2025-07-01,Entregue,Dentro do prazo
1134,2025-05-28,RAGS,2025-07-02,2025-07-01,Entregue,Dentro do prazo
1135,2025-05-28,PB,2025-07-02,2025-07-01,Entregue,Dentro do prazo
1136,2025-05-28,MR,2025-05-28,2025-07-01,Entregue,Fora do Prazo
1137,2025-05-28,MR,2025-05-28,2025-05-29,Entregue,Fora do Prazo
1138,2025-05-28,MR,2025-05-28,2025-05-29,Entregue,Fora do Prazo
1139,2025-05-29,MR,2025-06-16,2025-06-10,Entregue,Dentro do prazo
1140,2025-05-29,SGB,2025-06-16,2025-06-10,Entregue,Dentro do prazo
1141,2025-05-29,SRPA,2025-05-30,2025-06-12,Entregue,Fora do Prazo
1142,2025-05-29,SRPA,2025-06-16,2025-06-20,Entregue,Fora do Prazo
1143,2025-05-29,SRPA,2025-06-16,2025-06-20,Entregue,Fora do Prazo
1144,2025-05-29,SRPA,2025-05-29,2025-05-29,Entregue,Dentro do prazo
1145,2025-05-29,MCA,2025-05-29,2025-05-29,Entregue,Dentro do prazo
1146,2025-05-29,SRPA,2025-05-29,2025-05-29,Entregue,Dentro do prazo
1147,2025-05-29,SRPA,2025-05-29,2025-05-29,Entregue,Dentro do prazo
1148,2025-05-29,SRPA,2025-05-29,2025-05-30,Entregue,Fora do Prazo
1149,2025-05-29,JMCT,2025-05-29,2025-05-30,Entregue,Fora do Prazo
1150,2025-05-29,WCI,2025-05-29,2025-05-30,Entregue,Fora do Prazo
1151,2025-05-29,WCI,2025-05-29,2025-05-30,Entregue,Fora do Prazo
1152,2025-05-29,WCI,2025-05-29,2025-05-30,Entregue,Fora do Prazo
1153,2025-05-29,WCI,2025-05-29,2025-05-30,Entregue,Fora do Prazo
1154,2025-05-29,VCZ,2025-05-29,2025-06-05,Entregue,Fora do Prazo
1155,2025-05-30,DCD,2025-05-30,2025-06-11,Entregue,Fora do Prazo
1156,2025-05-30,VC,2025-07-02,,Não entregue,
1157,2025-05-30,VTA,2025-07-02,,Não entregue,
1158,2025-05-30,VC,2025-07-02,,Não entregue,
1159,2025-05-30,MJA,2025-07-02,,Não entregue,
1160,2025-05-30,MJA,2025-07-02,,Não entregue,
1161,2025-05-30,SVGM,2025-07-02,,Não entregue,
1162,2025-05-30,SVGM,2025-07-02,,Não entregue,
1163,2025-05-30,SVGM,2025-07-02,,Não entregue,
1164,2025-05-30,LNCE,2025-07-12,2025-06-25,Entregue,Dentro do prazo
1165,2025-05-30,PMIC,2025-07-12,2025-07-03,Entregue,Dentro do prazo
1166,2025-05-30,MJA,2025-05-30,2025-06-02,Entregue,Fora do Prazo
1167,2025-05-30,PMIC,2025-05-30,2025-06-02,Entregue,Fora do Prazo
1168,2025-05-30,RCO SME,2025-05-30,2025-05-30,Entregue,Dentro do prazo
1169,2025-05-30,RCO SME,2025-05-30,2025-05-30,Entregue,Dentro do prazo
1170,2025-05-30,RCO SME,2025-05-30,2025-05-30,Entregue,Dentro do prazo
1171,2025-05-30,MUL,2025-05-30,2025-05-30,Entregue,Dentro do prazo
1172,2025-05-30,CM5,2025-05-30,2025-05-30,Entregue,Dentro do prazo
1173,2025-05-30,GPM GPM,2025-05-30,2025-05-30,Entregue,Dentro do prazo
1174,2025-05-30,GPM GPM,2025-06-03,2025-06-12,Entregue,Fora do Prazo
1175,2025-05-30,GPM GPM,2025-05-30,2025-06-06,Entregue,Fora do Prazo
1176,2025-05-30,GPM GPM,2025-06-06,2025-06-12,Entregue,Fora do Prazo
1177,2025-05-30,GPM GPM,2025-05-30,2025-06-02,Entregue,Fora do Prazo
1178,2025-05-30,GPM GPM,2025-05-30,2025-06-02,Entregue,Fora do Prazo
1179,2025-05-30,GPM GPM,2025-05-30,2025-06-02,Entregue,Fora do Prazo
1180,2025-05-30,GPM GPM,2025-05-30,2025-06-02,Entregue,Fora do Prazo
1181,2025-05-30,MJA,2025-05-30,2025-06-02,Entregue,Fora do Prazo
1182,2025-05-30,MJA,2025-05-30,2025-06-02,Entregue,Fora do Prazo
1183,2025-05-30,MJA,2025-05-30,2025-05-30,Entregue,Dentro do prazo
1184,2025-05-30,MJA,2025-05-30,2025-05-30,Entregue,Dentro do prazo
1185,2025-05-30,MJA,2025-05-30,2025-05-30,Entregue,Dentro do prazo
1186,2025-05-30,MJA,2025-05-30,2025-05-30,Entregue,Dentro do prazo
1187,2025-05-30,MJA,2025-05-30,2025-05-30,Entregue,Dentro do prazo
1188,2025-05-30,MJA,2025-05-30,2025-05-30,Entregue,Dentro do prazo
1189,2025-05-30,PB,2025-05-30,2025-05-30,Entregue,Dentro do prazo
1190,2025-05-30,PB,2025-05-30,2025-05-30,Entregue,Dentro do prazo
1191,2025-05-30,PB,2025-07-02,2025-06-30,Entregue,Dentro do prazo
1192,2025-05-30,PB,2025-07-02,2025-06-30,Entregue,Dentro do prazo
1193,2025-05-30,BCA,2025-07-02,2025-06-30,Entregue,Dentro do prazo
1194,2025-05-30,GPM GPM,2025-06-30,2025-06-30,Entregue,Dentro do prazo
1195,2025-05-30,GPM GPM,2025-06-30,2025-06-30,Entregue,Dentro do prazo
1196,2025-05-30,GPM GPM,2025-06-30,2025-06-20,Entregue,Dentro do prazo
1197,2025-05-30,GPM GPM,2025-06-30,2025-06-20,Entregue,Dentro do prazo
1198,2025-05-30,GPM GPM,2025-06-30,2025-06-30,Entregue,Dentro do prazo
1199,2025-05-30,GPM GPM,2025-06-30,2025-06-30,Entregue,Dentro do prazo
1200,2025-05-30,MUL,2025-06-30,2025-06-30,Entregue,Dentro do prazo
1201,2025-05-30,MUL,2025-07-12,,Não entregue,
1202,2025-05-30,MUL,2025-07-12,,Não entregue,
1203,2025-05-30,MUL,2025-07-12,,Não entregue,
1204,2025-05-30,MUL,2025-05-30,2025-06-09,Entregue,Fora do Prazo
1205,2025-06-02,MUL,2025-06-02,2025-06-02,Entregue,Dentro do prazo
1206,2025-06-02,MUL,2025-06-02,2025-06-02,Entregue,Dentro do prazo
1207,2025-06-02,MUL,2025-06-02,2025-06-02,Entregue,Dentro do prazo
1208,2025-06-02,MUL,2025-06-02,2025-06-02,Entregue,Dentro do prazo
1209,2025-06-02,MUL,2025-06-02,2025-06-02,Entregue,Dentro do prazo
1210,2025-06-03,MUL,2025-06-03,2025-06-04,Entregue,Fora do Prazo
1211,2025-06-03,MUL,2025-06-03,2025-06-04,Entregue,Fora do Prazo
1212,2025-06-03,MUL,2025-06-03,2025-06-04,Entregue,Fora do Prazo
1213,2025-06-04,MUL,2025-06-04,2025-06-09,Entregue,Fora do Prazo
1214,2025-06-04,MUL,2025-06-04,2025-06-04,Entregue,Dentro do prazo
1215,2025-06-04,MUL,2025-06-04,2025-06-04,Entregue,Dentro do prazo
1216,2025-06-04,MUL,2025-06-04,2025-06-04,Entregue,Dentro do prazo
1217,2025-06-04,DLCA,2025-06-04,2025-06-04,Entregue,Dentro do prazo
1218,2025-06-04,DLCA,2025-06-04,2025-06-04,Entregue,Dentro do prazo
1219,2025-06-05,VC,2025-06-05,2025-06-09,Entregue,Fora do Prazo
1220,2025-06-05,KTCN,2025-06-05,2025-06-09,Entregue,Fora do Prazo
1221,2025-06-05,KTCN,2025-06-05,2025-06-09,Entregue,Fora do Prazo
1222,2025-06-05,KTCN,2025-06-05,2025-06-09,Entregue,Fora do Prazo
1223,2025-06-05,TRE,2025-06-05,2025-06-06,Entregue,Fora do Prazo
1224,2025-06-05,DSC,2025-06-05,2025-06-06,Entregue,Fora do Prazo
1225,2025-06-05,BICIE,2025-06-05,2025-06-06,Entregue,Fora do Prazo
1226,2025-06-05,PB,2025-06-05,2025-06-06,Entregue,Fora do Prazo
1227,2025-06-05,STO,2025-06-05,2025-06-06,Entregue,Fora do Prazo
1228,2025-06-05,PB,2025-06-05,2025-06-06,Entregue,Fora do Prazo
1229,2025-06-05,CMMH,2025-06-05,2025-06-06,Entregue,Fora do Prazo
1230,2025-06-05,BIP,2025-06-05,2025-06-06,Entregue,Fora do Prazo
1231,2025-06-05,BM,2025-06-05,2025-06-06,Entregue,Fora do Prazo
1232,2025-06-05,BM,2025-06-05,2025-06-06,Entregue,Fora do Prazo
1233,2025-06-05,CHNS,2025-06-05,2025-06-06,Entregue,Fora do Prazo
1234,2025-06-05,CHNS,2025-06-05,2025-06-06,Entregue,Fora do Prazo
1235,2025-06-05,ACDMH,2025-06-05,2025-06-06,Entregue,Fora do Prazo
1236,2025-06-05,DLCA,2025-06-05,2025-06-06,Entregue,Fora do Prazo
1237,2025-06-05,DLCA,2025-06-05,2025-06-06,Entregue,Fora do Prazo
1238,2025-06-05,DLCA,2025-06-05,2025-06-06,Entregue,Fora do Prazo
1239,2025-06-06,ILC,2025-06-06,2025-06-06,Entregue,Dentro do prazo
1240,2025-06-06,JOW,2025-06-06,2025-06-06,Entregue,Dentro do prazo
1241,2025-06-06,JOW,2025-06-06,2025-06-06,Entregue,Dentro do prazo
1242,2025-06-06,JOW,2025-06-06,2025-06-06,Entregue,Dentro do prazo
1243,2025-06-06,STO,2025-06-06,2025-06-17,Entregue,Fora do Prazo
1244,2025-06-06,GPM GPM,2025-06-06,2025-06-10,Entregue,Fora do Prazo
1245,2025-06-06,MUL,2025-06-06,2025-06-09,Entregue,Fora do Prazo
1246,2025-06-06,MUL,2025-06-06,2025-06-09,Entregue,Fora do Prazo
1247,2025-06-06,PB,2025-06-06,2025-06-11,Entregue,Fora do Prazo
1248,2025-06-06,GPM GPM,2025-06-06,2025-06-11,Entregue,Fora do Prazo
1249,2025-06-06,GPM GPM,2025-06-06,2025-06-11,Entregue,Fora do Prazo
1250,2025-06-06,GPM GPM,2025-06-06,2025-06-11,Entregue,Fora do Prazo
1251,2025-06-06,GPM GPM,2025-06-06,2025-06-11,Entregue,Fora do Prazo
1252,2025-06-06,GPM GPM,2025-06-06,2025-06-11,Entregue,Fora do Prazo
1253,2025-06-06,GPM GPM,2025-06-06,2025-06-11,Entregue,Fora do Prazo
1254,2025-06-06,GPM GPM,2025-06-06,2025-06-11,Entregue,Fora do Prazo
1255,2025-06-06,GPM GPM,2025-06-06,2025-06-11,Entregue,Fora do Prazo
1256,2025-06-06,GPM GPM,2025-06-10,2025-06-11,Entregue,Fora do Prazo
1257,2025-06-06,PAS,2025-06-10,2025-06-11,Entregue,Fora do Prazo
1258,2025-06-06,STO,2025-06-09,2025-06-12,Entregue,Fora do Prazo
1259,2025-06-06,LCM,2025-06-09,2025-06-12,Entregue,Fora do Prazo
1260,2025-06-06,RMF,2025-06-06,2025-06-09,Entregue,Fora do Prazo
1261,2025-06-06,ACV,2025-06-06,2025-06-09,Entregue,Fora do Prazo
1262,2025-06-06,ACV,2025-06-06,2025-06-09,Entregue,Fora do Prazo
1263,2025-06-06,VC,2025-06-06,2025-06-09,Entregue,Fora do Prazo
1264,2025-06-06,VC,2025-06-06,2025-06-09,Entregue,Fora do Prazo
1265,2025-06-06,ACV,2025-06-06,2025-06-09,Entregue,Fora do Prazo
1266,2025-06-06,STO,2025-06-11,2025-06-12,Entregue,Fora do Prazo
1267,2025-06-06,STO,2025-06-06,2025-06-12,Entregue,Fora do Prazo
1268,2025-06-06,MDMEC,2025-06-06,2025-06-12,Entregue,Fora do Prazo
1269,2025-06-09,RIC,2025-06-09,2025-06-11,Entregue,Fora do Prazo
1270,2025-06-09,PIC,2025-06-09,2025-06-09,Entregue,Dentro do prazo
1271,2025-06-09,PIC,2025-06-09,2025-06-09,Entregue,Dentro do prazo
1272,2025-06-09,EST,2025-06-09,2025-06-11,Entregue,Fora do Prazo
1273,2025-06-09,RIC,2025-06-09,2025-06-11,Entregue,Fora do Prazo
1274,2025-06-09,RCSS,2025-06-09,2025-06-09,Entregue,Dentro do prazo
1275,2025-06-09,BCA,2025-06-09,2025-06-09,Entregue,Dentro do prazo
1276,2025-06-09,BCA,2025-06-09,2025-06-25,Entregue,Fora do Prazo
1277,2025-06-09,BCA,2025-06-09,2025-06-25,Entregue,Fora do Prazo
1278,2025-06-09,BCA,2025-06-25,2025-06-25,Entregue,Dentro do prazo
1279,2025-06-09,BCA,2025-06-09,2025-07-01,Entregue,Fora do Prazo
1280,2025-06-09,BICIE,2025-06-09,2025-06-10,Entregue,Fora do Prazo
1281,2025-06-09,VCZ,2025-06-09,2025-06-09,Entregue,Dentro do prazo
1282,2025-06-09,SRPA,2025-06-09,2025-06-09,Entregue,Dentro do prazo
1283,2025-06-09,SRPA,2025-06-09,2025-06-10,Entregue,Fora do Prazo
1284,2025-06-09,SWA,2025-06-09,2025-06-10,Entregue,Fora do Prazo
1285,2025-06-09,SWA,2025-06-09,2025-06-09,Entregue,Dentro do prazo
1286,2025-06-09,SWA,2025-06-11,2025-06-12,Entregue,Fora do Prazo
1287,2025-06-09,BCA,2025-06-09,2025-06-09,Entregue,Dentro do prazo
1288,2025-06-09,ENICA,2025-06-09,2025-06-09,Entregue,Dentro do prazo
1289,2025-06-09,TOD,2025-06-09,2025-06-09,Entregue,Dentro do prazo
1290,2025-06-09,TOD,2025-06-09,2025-06-09,Entregue,Dentro do prazo
1291,2025-06-09,TOD,2025-06-09,2025-06-09,Entregue,Dentro do prazo
1292,2025-06-09,TOD,2025-06-09,2025-06-09,Entregue,Dentro do prazo
1293,2025-06-09,TOD,2025-06-09,2025-06-11,Entregue,Fora do Prazo
1294,2025-06-09,HMC,2025-06-13,2025-06-17,Entregue,Fora do Prazo
1295,2025-06-09,RCM,2025-06-09,2025-06-11,Entregue,Fora do Prazo
1296,2025-06-09,SWA,2025-06-09,2025-06-10,Entregue,Fora do Prazo
1297,2025-06-09,SWA,2025-06-09,2025-06-10,Entregue,Fora do Prazo
1298,2025-06-09,SWA,2025-06-09,2025-06-10,Entregue,Fora do Prazo
1299,2025-06-09,MOLE,2025-06-09,2025-06-10,Entregue,Fora do Prazo
1300,2025-06-09,MOLE,2025-06-09,2025-06-10,Entregue,Fora do Prazo
1301,2025-06-09,MJA,2025-06-09,2025-06-10,Entregue,Fora do Prazo
1302,2025-06-10,TOD,2025-06-10,2025-06-11,Entregue,Fora do Prazo
1303,2025-06-10,MUL,2025-06-10,2025-06-11,Entregue,Fora do Prazo
1304,2025-06-10,PB,2025-06-10,2025-06-10,Entregue,Dentro do prazo
1305,2025-06-10,PB,2025-06-10,2025-06-10,Entregue,Dentro do prazo
1306,2025-06-10,PB,2025-06-10,2025-06-11,Entregue,Fora do Prazo
1307,2025-06-10,PIN,2025-06-10,2025-06-12,Entregue,Fora do Prazo
1308,2025-06-10,PB,2025-06-10,2025-06-10,Entregue,Dentro do prazo
1309,2025-06-10,DCS,2025-06-10,2025-06-11,Entregue,Fora do Prazo
1310,2025-06-10,MJA,2025-06-10,2025-06-12,Entregue,Fora do Prazo
1311,2025-06-10,MJA,2025-06-10,2025-06-12,Entregue,Fora do Prazo
1312,2025-06-10,TOD,2025-06-13,2025-06-11,Entregue,Dentro do prazo
1313,2025-06-11,JPM,2025-06-11,2025-06-12,Entregue,Fora do Prazo
1314,2025-06-11,MJA,2025-06-11,2025-06-12,Entregue,Fora do Prazo
1315,2025-06-11,VC,2025-06-11,2025-06-12,Entregue,Fora do Prazo
1316,2025-06-11,ALRT,2025-06-11,2025-06-12,Entregue,Fora do Prazo
1317,2025-06-11,ALRT,2025-06-11,2025-06-12,Entregue,Fora do Prazo
1318,2025-06-11,ALRT,2025-06-11,2025-06-12,Entregue,Fora do Prazo
1319,2025-06-11,ALRT,2025-06-11,2025-06-12,Entregue,Fora do Prazo
1320,2025-06-11,ALRT,2025-06-16,2025-06-17,Entregue,Fora do Prazo
1321,2025-06-11,ALRT,2025-06-16,2025-06-17,Entregue,Fora do Prazo
1322,2025-06-12,ALRT,2025-06-12,2025-06-12,Entregue,Dentro do prazo
1323,2025-06-12,MF,2025-06-12,2025-06-12,Entregue,Dentro do prazo
1324,2025-06-12,MF,2025-06-12,2025-06-12,Entregue,Dentro do prazo
1325,2025-06-12,CCT,2025-06-13,2025-06-17,Entregue,Fora do Prazo
1326,2025-06-12,CCT,2025-06-12,2025-06-16,Entregue,Fora do Prazo
1327,2025-06-12,STO,2025-06-12,2025-06-12,Entregue,Dentro do prazo
1328,2025-06-12,DCS,2025-06-12,2025-06-16,Entregue,Fora do Prazo
1329,2025-06-12,STO,2025-06-12,2025-06-16,Entregue,Fora do Prazo
1330,2025-06-12,STO,2025-06-12,2025-06-16,Entregue,Fora do Prazo
1331,2025-06-12,FT,2025-06-12,2025-06-16,Entregue,Fora do Prazo
1332,2025-06-13,PB,2025-06-13,2025-06-16,Entregue,Fora do Prazo
1333,2025-06-13,MJA,2025-06-13,2025-06-16,Entregue,Fora do Prazo
1334,2025-06-13,AEA,2025-06-13,2025-06-16,Entregue,Fora do Prazo
1335,2025-06-13,AEA,2025-06-17,2025-06-20,Entregue,Fora do Prazo
1336,2025-06-13,MJA,2025-06-13,2025-06-16,Entregue,Fora do Prazo
1337,2025-06-13,RTPS,2025-06-13,2025-06-18,Entregue,Fora do Prazo
1338,2025-06-13,WGA,2025-06-13,2025-06-18,Entregue,Fora do Prazo
1339,2025-06-13,FT,2025-06-13,2025-06-18,Entregue,Fora do Prazo
1340,2025-06-13,FT,2025-06-13,2025-06-18,Entregue,Fora do Prazo
1341,2025-06-13,FT,2025-06-13,2025-06-18,Entregue,Fora do Prazo
1342,2025-06-13,FT,2025-06-13,2025-06-18,Entregue,Fora do Prazo
1343,2025-06-13,FT,2025-06-13,2025-06-18,Entregue,Fora do Prazo
1344,2025-06-13,FT,2025-06-13,2025-06-13,Entregue,Dentro do prazo
1345,2025-06-13,FT,2025-06-13,2025-06-13,Entregue,Dentro do prazo
1346,2025-06-16,FT,2025-06-18,2025-06-20,Entregue,Fora do Prazo
1347,2025-06-16,FT,2025-06-18,2025-06-20,Entregue,Fora do Prazo
1348,2025-06-16,VC,2025-06-18,2025-06-20,Entregue,Fora do Prazo
1349,2025-06-16,VC,2025-06-19,2025-06-20,Entregue,Fora do Prazo
1350,2025-06-16,VC,2025-06-25,2025-07-07,Entregue,Fora do Prazo
1351,2025-06-16,SAP,2025-06-16,2025-06-24,Entregue,Fora do Prazo
1352,2025-06-17,TOD,2025-06-17,2025-06-17,Entregue,Dentro do prazo
1353,2025-06-17,MJA,2025-06-17,2025-06-17,Entregue,Dentro do prazo
1354,2025-06-17,AB,2025-06-17,2025-06-17,Entregue,Dentro do prazo
1355,2025-06-17,STO,2025-06-17,2025-06-17,Entregue,Dentro do prazo
1356,2025-06-17,PB,2025-06-17,2025-06-17,Entregue,Dentro do prazo
1357,2025-06-17,JOW,2025-06-20,2025-07-04,Entregue,Fora do Prazo
